Datetime,Open,High,Low,Close
2026-07-26 23:00:00+00:00,1.1393414735794067,1.1393414735794067,1.1393414735794067,1.1393414735794067
2026-07-26 23:05:00+00:00,1.1393414735794067,1.1394712924957275,1.1393414735794067,1.1393414735794067
2026-07-26 23:10:00+00:00,1.1393414735794067,1.1393414735794067,1.139211654663086,1.139211654663086
2026-07-26 23:15:00+00:00,1.139211654663086,1.1393414735794067,1.139211654663086,1.139211654663086
2026-07-26 23:20:00+00:00,1.139211654663086,1.1393414735794067,1.139211654663086,1.139211654663086
2026-07-26 23:25:00+00:00,1.139211654663086,1.139211654663086,1.139211654663086,1.139211654663086
2026-07-26 23:30:00+00:00,1.139211654663086,1.1393414735794067,1.139211654663086,1.1393414735794067
2026-07-26 23:35:00+00:00,1.1394712924957275,1.1394712924957275,1.1394712924957275,1.1394712924957275
2026-07-26 23:40:00+00:00,1.1394712924957275,1.1396011114120483,1.1394712924957275,1.1396011114120483
2026-07-26 23:45:00+00:00,1.1396011114120483,1.1396011114120483,1.1396011114120483,1.1396011114120483
2026-07-26 23:50:00+00:00,1.1396011114120483,1.1396011114120483,1.1394712924957275,1.1394712924957275
2026-07-26 23:55:00+00:00,1.1396011114120483,1.1398608684539795,1.1396011114120483,1.1398608684539795
2026-07-27 00:00:00+00:00,1.1399909257888794,1.1401208639144897,1.1399909257888794,1.1401208639144897
2026-07-27 00:05:00+00:00,1.1399909257888794,1.1402509212493896,1.1399909257888794,1.1402509212493896
2026-07-27 00:10:00+00:00,1.1402509212493896,1.1405109167099,1.1401208639144897,1.1405109167099
2026-07-27 00:15:00+00:00,1.1405109167099,1.1407711505889893,1.1405109167099,1.1407711505889893
2026-07-27 00:20:00+00:00,1.1406410932540894,1.1410315036773682,1.1406410932540894,1.1410315036773682
2026-07-27 00:25:00+00:00,1.1410315036773682,1.141291856765747,1.1410315036773682,1.1411616802215576
2026-07-27 00:30:00+00:00,1.141422152519226,1.1415525674819946,1.141422152519226,1.1415525674819946
2026-07-27 00:35:00+00:00,1.141422152519226,1.141422152519226,1.1407711505889893,1.1407711505889893
2026-07-27 00:40:00+00:00,1.1409013271331787,1.1409013271331787,1.1407711505889893,1.1407711505889893
2026-07-27 00:45:00+00:00,1.1407711505889893,1.1409013271331787,1.1407711505889893,1.1407711505889893
2026-07-27 00:50:00+00:00,1.1406410932540894,1.1406410932540894,1.140380859375,1.140380859375
