t,vol,vol_thr,fwd,level,regime
2026-08-27 01:55:00+00:00,0.0011206167689123802,0.0010761380273740348,-2.5342439716635745e-05,high,sideways:high
2026-08-27 02:00:00+00:00,0.001108481887740143,0.0010761380273740348,0.000875045971618027,high,sideways:high
2026-08-27 02:05:00+00:00,0.0010993444029304728,0.0010761380273740348,-0.0005703132921017762,high,sideways:high
2026-08-27 02:10:00+00:00,0.00110123803505746,0.0010761380273740348,-0.00046927516012429393,high,sideways:high
2026-08-27 02:15:00+00:00,0.0011095055312006932,0.0010761380273740348,-0.0009641733482188553,high,sideways:high
2026-08-27 02:20:00+00:00,0.0011116078617389115,0.0010761380273740348,-0.001673597727964271,high,sideways:high
2026-08-27 02:25:00+00:00,0.0010796861193660458,0.0010761380273740348,-0.00012694060449114364,high,sideways:high
2026-08-27 02:30:00+00:00,0.0010603006873521968,0.0010761380273740348,0.0002922379070684489,low,sideways:low
2026-08-27 02:35:00+00:00,0.0010654937513980018,0.0010761380273740348,0.000343157814465922,low,sideways:low
2026-08-27 02:40:00+00:00,0.001057903956353377,0.0010761380273740348,3.8105399535082185e-05,low,sideways:low
2026-08-27 02:45:00+00:00,0.0010589019629411302,0.0010761380273740348,0.00025409409104182323,low,sideways:low
2026-08-27 02:50:00+00:00,0.0010436499216975852,0.0010761380273740348,0.0007374256217260733,low,sideways:low
2026-08-27 02:55:00+00:00,0.0010459687125305814,0.0010761380273740348,0.0007628734901461431,low,sideways:low
2026-08-27 03:00:00+00:00,0.0009846365428985628,0.0010761380273740348,-0.0007743966688248394,low,sideways:low
2026-08-27 03:05:00+00:00,0.0008678671755175719,0.0010761380273740348,-0.003395671785515142,low,bear:low
2026-08-27 03:10:00+00:00,0.0008604227287390609,0.0010761380273740348,-0.0015471434912180948,low,sideways:low
2026-08-27 03:15:00+00:00,0.0008907355797084608,0.0010761380273740348,0.0013829152869231365,low,sideways:low
2026-08-27 03:20:00+00:00,0.000999212841818071,0.0010761380273740348,0.002159827213822796,low,bull:low
2026-08-27 03:25:00+00:00,0.0007504557588366118,0.0010761380273740348,-0.0013173561675069445,low,sideways:low
2026-08-27 03:30:00+00:00,0.0007525965189927943,0.0010761380273740348,-0.0010391058620776716,low,sideways:low
2026-08-27 03:35:00+00:00,0.0007478051006046435,0.0010761380273740348,-0.0002155145091974342,low,sideways:low
2026-08-27 03:40:00+00:00,0.0007461582805766648,0.0010761380273740348,-0.001153110229735077,low,sideways:low
2026-08-27 03:45:00+00:00,0.0007523733738087119,0.0010761380273740348,-0.0014064519398899744,low,sideways:low
2026-08-27 03:50:00+00:00,0.0007330338284727222,0.0010761380273740348,-0.0006340430388415141,low,sideways:low
2026-08-27 03:55:00+00:00,0.0007185524987440068,0.0010761380273740348,0.00036798294589379665,low,sideways:low
2026-08-27 04:00:00+00:00,0.000699334812729207,0.0010761380273740348,0.00157464316554079,low,sideways:low
2026-08-27 04:05:00+00:00,0.0007034625394288709,0.0010761380273740348,0.0012827025654051916,low,sideways:low
2026-08-27 04:10:00+00:00,0.0007084368624157689,0.0010761380273740348,0.0013203498927216728,low,sideways:low
2026-08-27 04:15:00+00:00,0.0006990212733707016,0.0010761380273740348,0.0014226557935117512,low,sideways:low
2026-08-27 04:20:00+00:00,0.0007048694556290061,0.0010761380273740348,,low,sideways:low
